fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.34999999999999987,0.19753086419753088,0.027027027027027035,0.7413793103448276,0.26872246696035246,0.28414901387874636,0.6493506493506498,0.44444444444444436,0.4310344827586208,0.9999999999999998
0.3999999999999999,0.2469135802469136,0.021621621621621623,0.5344827586206896,0.38325991189427316,0.2914536157779395,0.6363636363636367,0.24074074074074064,0.4310344827586208,0.6666666666666667
0.5249999999999999,0.4197530864197532,0.03783783783783784,0.43103448275862066,0.748898678414097,0.2695398100803601,0.4025974025974026,0.5555555555555556,0.4482758620689655,0.6666666666666667
0.5999999999999999,0.32098765432098775,0.6108108108108109,0.5,0.8458149779735683,0.6639883126369739,0.3506493506493511,0.5185185185185184,0.2068965517241379,0.6666666666666667
0.2999999999999998,0.27160493827160503,0.6378378378378379,0.5862068965517242,0.5550660792951542,0.7370343316289336,0.6233766233766236,0.25925925925925913,0.0862068965517242,0.6666666666666667
0.44999999999999973,0.7407407407407409,0.2162162162162162,0.5172413793103449,0.2511013215859031,0.43754565376187315,0.3766233766233764,0.2962962962962962,0.31034482758620663,0.6666666666666667
0.6499999999999999,0.2962962962962964,0.032432432432432434,0.4137931034482759,0.39647577092511016,0.4010226442658933,0.7012987012987013,0.22222222222222227,0.2586206896551724,0.6666666666666667
0.5999999999999999,0.3950617283950618,0.043243243243243246,0.4137931034482759,0.4449339207048459,0.40832724616510063,0.4285714285714288,0.44444444444444436,0.3275862068965518,0.6666666666666667
0.3999999999999999,0.44444444444444453,0.31351351351351353,0.4482758620689655,0.4537444933920705,0.23301680058436602,0.5194805194805197,0.49999999999999994,0.7241379310344829,0.9999999999999998
0.6499999999999999,0.3950617283950618,0.5135135135135135,0.6206896551724139,0.37004405286343617,0.6639883126369739,0.4025974025974026,0.24074074074074064,0.18965517241379293,0.33333333333333326
0.34999999999999987,0.4691358024691359,0.3891891891891892,0.7241379310344829,0.9823788546255507,0.6201607012418009,0.3636363636363642,0.537037037037037,0.10344827586206895,0.6666666666666667
0.4999999999999998,0.54320987654321,0.2162162162162162,0.8103448275862069,0.9581497797356828,0.6347699050401872,0.6493506493506498,0.7037037037037035,0.18965517241379293,0.33333333333333326
0.9499999999999997,0.37037037037037046,0.021621621621621623,0.6896551724137931,0.2246696035242291,0.5105916727538471,0.16883116883116944,0.49999999999999994,0.1206896551724137,0.6666666666666667
0.5749999999999997,0.2469135802469136,0.043243243243243246,0.5,0.29074889867841414,0.19649379108838616,0.5714285714285712,0.27777777777777773,0.7413793103448276,0.9999999999999998
0.5499999999999998,0.5925925925925927,0.03783783783783784,0.48275862068965525,0.2114537444933921,0.29875821767714683,0.6363636363636367,0.7962962962962961,0.6206896551724139,0.9999999999999998
0.6499999999999999,0.2469135802469136,0.4432432432432433,0.8620689655172415,0.3612334801762115,0.6566837107377808,0.1558441558441559,0.6296296296296295,0.15517241379310343,0.33333333333333326
0.5749999999999997,0.2962962962962964,0.8324324324324325,0.6206896551724139,0.6387665198237885,0.8319941563185012,0.5064935064935066,0.7037037037037035,0.13793103448275845,0.6666666666666667
0.5749999999999997,0.6419753086419755,0.2972972972972973,0.8448275862068966,0.6299559471365639,0.547114682249827,0.45454545454545503,0.3703703703703703,0.2758620689655171,0.33333333333333326
0.6249999999999998,0.3456790123456791,0.4108108108108108,0.5689655172413793,0.8193832599118943,0.6932067202337606,0.6623376623376629,0.44444444444444436,0.18965517241379293,0.6666666666666667
0.4999999999999998,0.4197530864197532,0.6864864864864866,0.6206896551724139,0.7973568281938326,0.7370343316289336,0.5194805194805197,0.48148148148148134,0.22413793103448265,0.6666666666666667
0.32499999999999973,0.4691358024691359,0.372972972972973,0.6034482758620691,0.9779735682819384,0.627465303140994,0.3896103896103904,0.46296296296296285,0.10344827586206895,0.33333333333333326
0.5249999999999999,0.3950617283950618,0.05945945945945946,0.36206896551724144,0.5066079295154186,0.21110299488678663,0.5714285714285712,0.3333333333333333,0.7241379310344829,0.9999999999999998
0.5249999999999999,0.32098765432098775,0.06486486486486487,0.3448275862068966,0.5066079295154186,0.2037983929875935,0.558441558441559,0.3518518518518517,0.7241379310344829,0.9999999999999998
0.6749999999999998,0.2222222222222223,0.05945945945945946,0.4482758620689655,0.5594713656387665,0.32797662527393356,0.5064935064935066,0.4074074074074074,0.5344827586206897,0.9999999999999998
0.5749999999999997,0.44444444444444453,0.6378378378378379,0.5172413793103449,0.9647577092511013,0.7151205259313542,0.28571428571428603,0.3703703703703703,0.13793103448275845,0.6666666666666667
0.9499999999999997,0.45679012345679026,0.032432432432432434,0.3448275862068966,0.2599118942731278,0.30606281957633996,0.16883116883116944,0.25925925925925913,0.517241379310345,0.9999999999999998
0.6499999999999999,0.4197530864197532,0.6972972972972974,0.7931034482758621,0.7533039647577093,0.7589481373265272,0.23376623376623407,0.4074074074074074,0.3448275862068966,0.33333333333333326
0.5749999999999997,0.09876543209876545,0.4864864864864865,0.6896551724137931,0.6211453744493393,0.6639883126369739,0.7532467532467537,0.3518518518518517,0.17241379310344818,0.33333333333333326
0.2999999999999998,0.32098765432098775,0.6216216216216216,0.6206896551724139,0.6299559471365639,0.7224251278305474,0.6753246753246751,0.3148148148148148,0.17241379310344818,0.33333333333333326
0.6749999999999998,0.5555555555555557,0.9891891891891892,0.7758620689655173,0.6563876651982379,0.9415631848064407,0.2207792207792214,0.44444444444444436,0.10344827586206895,0.33333333333333326
0.6499999999999999,0.4197530864197532,0.6972972972972974,0.7931034482758621,0.7533039647577093,0.7589481373265272,0.23376623376623407,0.4074074074074074,0.1206896551724137,0.33333333333333326
0.6249999999999998,0.12345679012345681,0.745945945945946,0.6379310344827586,0.38766519823788553,0.7516435354273199,0.49350649350649434,0.24074074074074064,0.13793103448275845,0.6666666666666667
0.5749999999999997,0.37037037037037046,0.8594594594594595,0.4482758620689655,0.6607929515418502,0.868517165814481,0.4415584415584419,0.6851851851851849,0.1206896551724137,0.6666666666666667
0.5249999999999999,0.6172839506172841,0.03783783783783784,0.6379310344827586,0.7312775330396476,0.40832724616510063,0.5844155844155852,0.7037037037037035,0.3275862068965518,0.33333333333333326
0.5999999999999999,0.5679012345679013,0.6864864864864866,0.7241379310344829,0.7665198237885463,0.8100803506209076,0.24675324675324672,0.46296296296296285,0.13793103448275845,0.33333333333333326
0.47499999999999987,0.8148148148148149,0.46486486486486484,0.6034482758620691,0.5682819383259912,0.7078159240321469,0.5194805194805197,0.537037037037037,0.1206896551724137,0.33333333333333326
0.2999999999999998,0.5679012345679013,0.14594594594594595,0.4655172413793104,0.5374449339207048,0.3133674214755331,0.6363636363636367,0.4074074074074074,0.5000000000000002,0.6666666666666667
0.5499999999999998,0.14814814814814822,0.05945945945945946,0.36206896551724144,0.28193832599118945,0.2914536157779395,0.48051948051948035,0.3703703703703703,0.5862068965517244,0.6666666666666667
0.6249999999999998,0.5925925925925927,0.6864864864864866,0.7931034482758621,0.7709251101321586,0.8100803506209076,0.28571428571428603,0.5185185185185184,0.13793103448275845,0.33333333333333326
0.7499999999999998,0.3950617283950618,0.6270270270270271,0.6896551724137931,0.5154185022026432,0.8246895544192938,0.24675324675324672,0.5925925925925926,0.06896551724137923,0.33333333333333326
0.6499999999999999,0.19753086419753088,0.33783783783783783,0.7758620689655173,0.4845814977973569,0.590942293645,0.6103896103896105,0.22222222222222227,0.22413793103448265,0.33333333333333326
0.5249999999999999,0.27160493827160503,0.23783783783783785,0.7586206896551726,0.5506607929515419,0.590942293645,0.6103896103896105,0.25925925925925913,0.1206896551724137,0.6666666666666667
0.47499999999999987,0.27160493827160503,0.027027027027027035,0.2068965517241379,0.5374449339207048,0.29875821767714683,0.5844155844155852,0.48148148148148134,0.4482758620689655,0.6666666666666667
0.6499999999999999,0.7654320987654323,0.34594594594594597,0.3275862068965517,0.46255506607929525,0.5032870708546398,0.4155844155844157,0.3703703703703703,0.3620689655172413,0.33333333333333326
0.4249999999999998,0.3950617283950618,0.3783783783783784,0.4137931034482759,0.801762114537445,0.6347699050401872,0.8181818181818183,0.5925925925925926,0.22413793103448265,0.9999999999999998
0.2250000000000001,0.44444444444444453,0.5297297297297298,0.10344827586206895,0.15859030837004406,0.5032870708546398,0.7402597402597406,0.27777777777777773,0.3793103448275861,0.33333333333333326
0.4249999999999998,0.8518518518518519,0.6756756756756757,0.4137931034482759,0.9691629955947136,0.788166544923314,0.5324675324675328,0.6481481481481479,0.10344827586206895,0.33333333333333326
0.44999999999999973,0.3950617283950618,0.8216216216216217,0.36206896551724144,0.73568281938326,0.8100803506209076,0.5454545454545459,0.537037037037037,0.13793103448275845,0.33333333333333326
0.4999999999999998,0.4691358024691359,0.40540540540540543,0.3448275862068966,0.801762114537445,0.6566837107377808,0.48051948051948035,0.5555555555555556,0.0862068965517242,0.33333333333333326
0.47499999999999987,0.4691358024691359,0.8162162162162162,0.3793103448275862,0.6960352422907489,0.788166544923314,0.5714285714285712,0.6296296296296295,0.2068965517241379,0.33333333333333326
0.8499999999999996,0.37037037037037046,0.032432432432432434,0.22413793103448276,0.4405286343612335,0.3571950328707203,0.3896103896103904,0.2962962962962962,0.3965517241379308,0.6666666666666667
0.4999999999999998,0.27160493827160503,0.07027027027027027,0.36206896551724144,0.3303964757709252,0.3352812271731267,0.4285714285714288,0.5925925925925926,0.413793103448276,0.9999999999999998
0.8249999999999997,0.49382716049382736,0.07027027027027027,0.2586206896551725,0.25550660792951546,0.3791088385682997,0.5324675324675328,0.5555555555555556,0.5862068965517244,0.6666666666666667
0.3749999999999998,0.5679012345679013,0.0864864864864865,0.5344827586206896,0.24669603524229078,0.40832724616510063,0.6233766233766236,0.3888888888888888,0.31034482758620663,0.33333333333333326
0.7749999999999999,0.32098765432098775,0.032432432432432434,0.43103448275862066,0.37885462555066085,0.3571950328707203,0.5064935064935066,0.5925925925925926,0.413793103448276,0.6666666666666667
0.9249999999999998,0.32098765432098775,0.2,0.3793103448275862,0.3436123348017622,0.5544192841490201,0.46753246753246813,0.574074074074074,0.22413793103448265,0.6666666666666667
0.8249999999999997,0.2962962962962964,0.07567567567567568,0.39655172413793105,0.29074889867841414,0.3644996347699134,0.3896103896103904,0.5925925925925926,0.482758620689655,0.6666666666666667
0.3749999999999998,0.4320987654320989,0.027027027027027035,0.4482758620689655,0.40969162995594716,0.2476260043827665,0.23376623376623407,0.3148148148148148,0.4310344827586208,0.6666666666666667
0.19999999999999996,0.19753086419753088,0.043243243243243246,0.5172413793103449,0.6475770925110133,0.3425858290723198,0.5974025974025974,0.27777777777777773,0.2931034482758619,0.6666666666666667
0.3749999999999998,0.6419753086419755,0.2162162162162162,0.3448275862068966,0.2599118942731278,0.3352812271731267,0.7272727272727275,0.6666666666666665,0.6206896551724139,0.9999999999999998
0.5249999999999999,0.4197530864197532,0.18918918918918917,0.6896551724137931,0.4185022026431719,0.5032870708546398,0.2207792207792214,0.2962962962962962,0.17241379310344818,0.6666666666666667
0.7749999999999999,0.3456790123456791,0.4,0.5,0.5770925110132159,0.45945945945946676,0.3896103896103904,0.18518518518518517,0.5344827586206897,0.9999999999999998
0.6999999999999997,0.2469135802469136,0.518918918918919,0.706896551724138,0.5022026431718062,0.7078159240321469,0.4155844155844157,0.3888888888888888,0.2586206896551724,0.6666666666666667
0.5999999999999999,0.2469135802469136,0.032432432432432434,0.5862068965517242,0.3348017621145375,0.34989043097151296,0.4155844155844157,0.4259259259259259,0.3448275862068966,0.33333333333333326
0.6499999999999999,0.3950617283950618,0.7243243243243244,0.896551724137931,0.7797356828193833,0.788166544923314,0.09090909090909127,0.3703703703703703,0.0862068965517242,0.6666666666666667
0.32499999999999973,0.5925925925925927,0.04864864864864865,0.3793103448275862,0.4537444933920705,0.19649379108838616,0.6103896103896105,0.3703703703703703,0.6896551724137934,0.9999999999999998
0.3749999999999998,0.6913580246913581,0.22702702702702704,0.6034482758620691,0.28193832599118945,0.4448502556610663,0.5974025974025974,0.3148148148148148,0.3793103448275861,0.33333333333333326
0.47499999999999987,0.3950617283950618,0.6756756756756757,0.6206896551724139,0.8105726872246697,0.7224251278305474,0.4285714285714288,0.5185185185185184,0.18965517241379293,0.33333333333333326
0.5499999999999998,0.37037037037037046,0.6702702702702703,0.6379310344827586,0.6872246696035242,0.7370343316289336,0.4415584415584419,0.49999999999999994,0.24137931034482762,0.33333333333333326
0.8999999999999999,0.4691358024691359,0.4378378378378378,0.5862068965517242,0.775330396475771,0.7516435354273199,0.4155844155844157,0.6851851851851849,0.2068965517241379,0.6666666666666667
0.47499999999999987,0.9382716049382718,0.0972972972972973,0.3448275862068966,0.3392070484581498,0.1818845872899999,0.337662337662338,0.4074074074074074,0.7241379310344829,0.9999999999999998
0.6749999999999998,0.5185185185185186,0.45135135135135135,0.706896551724138,0.5726872246696035,0.7078159240321469,0.337662337662338,0.5925925925925926,0.15517241379310343,0.33333333333333326
0.5749999999999997,0.54320987654321,0.04864864864864865,0.896551724137931,0.4933920704845815,0.2549306062819596,0.3896103896103904,0.5925925925925926,0.7413793103448276,0.6666666666666667
0.7749999999999999,0.27160493827160503,0.04864864864864865,0.5344827586206896,0.3303964757709252,0.3352812271731267,0.4025974025974026,0.3148148148148148,0.4482758620689655,0.6666666666666667
0.6999999999999997,0.9876543209876545,0.010810810810810811,0.39655172413793105,0.3480176211453745,0.2257121986851729,0.27272727272727293,0.3148148148148148,0.517241379310345,0.0
0.3749999999999998,0.3456790123456791,0.21351351351351353,0.4137931034482759,0.4801762114537445,0.3425858290723198,0.6883116883116891,0.20370370370370366,0.5344827586206897,0.9999999999999998
0.6749999999999998,0.4691358024691359,0.9243243243243243,0.6379310344827586,0.6696035242290749,0.868517165814481,0.3506493506493511,0.7777777777777777,0.31034482758620663,0.33333333333333326
0.5249999999999999,0.37037037037037046,0.372972972972973,0.4482758620689655,0.5726872246696035,0.40832724616510063,0.3766233766233764,0.09259259259259262,0.517241379310345,0.6666666666666667
0.5999999999999999,0.5925925925925927,0.24324324324324326,0.5172413793103449,0.19383259911894274,0.28414901387874636,0.27272727272727293,0.3518518518518517,0.7241379310344829,0.0
0.27500000000000013,0.37037037037037046,0.664864864864865,0.6896551724137931,0.6563876651982379,0.7370343316289336,0.5974025974025974,0.3148148148148148,0.17241379310344818,0.33333333333333326
0.3999999999999999,0.4197530864197532,0.2648648648648649,0.6034482758620691,0.6828193832599119,0.5763330898466137,0.48051948051948035,0.8518518518518519,0.3448275862068966,0.6666666666666667
0.3999999999999999,0.6172839506172841,0.2648648648648649,0.5862068965517242,0.6696035242290749,0.5836376917458068,0.48051948051948035,0.8148148148148147,0.3448275862068966,0.6666666666666667
0.5749999999999997,0.6419753086419755,0.032432432432432434,0.6724137931034483,0.7136563876651982,0.47406866325786723,0.3506493506493511,0.3888888888888888,0.13793103448275845,0.33333333333333326
0.5249999999999999,0.4691358024691359,0.7243243243243244,0.6206896551724139,0.9074889867841409,0.788166544923314,0.46753246753246813,0.6666666666666665,0.2068965517241379,0.6666666666666667
0.47499999999999987,0.3950617283950618,0.4756756756756757,0.4482758620689655,0.6387665198237885,0.6055514974434004,0.3896103896103904,0.7222222222222221,0.2586206896551724,0.6666666666666667
0.27500000000000013,0.54320987654321,0.1945945945945946,0.4137931034482759,0.4317180616740089,0.3864134404674928,0.4285714285714288,0.5185185185185184,0.4482758620689655,0.33333333333333326
0.4249999999999998,0.49382716049382736,0.42702702702702705,0.5689655172413793,0.8325991189427313,0.6639883126369739,0.3506493506493511,0.5925925925925926,0.0862068965517242,0.0
0.44999999999999973,0.49382716049382736,0.42702702702702705,0.6551724137931034,0.8370044052863437,0.6639883126369739,0.3506493506493511,0.6111111111111109,0.0862068965517242,0.6666666666666667
0.4999999999999998,0.49382716049382736,0.4,0.5344827586206896,0.44933920704845826,0.41563184806429376,0.25974025974026027,0.27777777777777773,0.517241379310345,0.6666666666666667
0.44999999999999973,0.17283950617283952,0.24324324324324326,0.706896551724138,0.4581497797356829,0.5178962746530402,0.7012987012987013,0.3703703703703703,0.2068965517241379,0.33333333333333326
0.4999999999999998,0.44444444444444453,0.3891891891891892,0.6551724137931034,0.8502202643171807,0.6566837107377808,0.4025974025974026,0.46296296296296285,0.0862068965517242,0.33333333333333326
0.5749999999999997,0.5925925925925927,0.6756756756756757,0.6206896551724139,0.8061674008810573,0.7954711468225071,0.3636363636363642,0.49999999999999994,0.06896551724137923,0.33333333333333326
0.4999999999999998,0.4691358024691359,0.8378378378378379,0.6034482758620691,0.7709251101321586,0.8246895544192938,0.4285714285714288,0.5185185185185184,0.15517241379310343,0.33333333333333326
0.4999999999999998,0.44444444444444453,0.718918918918919,0.3448275862068966,0.49779735682819387,0.5690284879474206,0.6623376623376629,0.574074074074074,0.6206896551724139,0.6666666666666667
0.25,0.49382716049382736,0.09189189189189188,0.6724137931034483,0.40969162995594716,0.3864134404674928,0.5974025974025974,0.5185185185185184,0.31034482758620663,0.0
0.3999999999999999,0.32098765432098775,0.5945945945945946,0.48275862068965525,0.5814977973568282,0.7370343316289336,0.4285714285714288,0.3888888888888888,0.06896551724137923,0.33333333333333326
0.5499999999999998,0.19753086419753088,0.4162162162162163,0.5344827586206896,0.46255506607929525,0.6347699050401872,0.5064935064935066,0.22222222222222227,0.13793103448275845,0.33333333333333326
0.19999999999999996,0.40740740740740744,0.49189189189189186,0.31034482758620696,0.2070484581497798,0.5032870708546398,0.6363636363636367,0.22222222222222227,0.3620689655172413,0.33333333333333326
0.4999999999999998,0.2469135802469136,0.043243243243243246,0.4137931034482759,0.39647577092511016,0.3425858290723198,0.6493506493506498,0.6851851851851849,0.482758620689655,0.9999999999999998
0.47499999999999987,0.12345679012345681,0.25405405405405407,0.6379310344827586,0.4449339207048459,0.5325054784514265,0.8051948051948052,0.27777777777777773,0.22413793103448265,0.6666666666666667
0.34999999999999987,0.4197530864197532,0.043243243243243246,0.27586206896551724,0.37004405286343617,0.29875821767714683,0.6233766233766236,0.4074074074074074,0.4655172413793103,0.9999999999999998
0.25,0.44444444444444453,0.46486486486486484,0.5172413793103449,0.5770925110132159,0.6566837107377808,0.6363636363636367,0.2962962962962962,0.17241379310344818,0.33333333333333326
0.6749999999999998,0.4691358024691359,0.34594594594594597,0.3793103448275862,0.6299559471365639,0.4959824689554466,0.27272727272727293,0.20370370370370366,0.4482758620689655,0.33333333333333326
0.2250000000000001,0.49382716049382736,0.9135135135135136,0.5172413793103449,0.6431718061674009,0.8612125639152737,0.6363636363636367,0.4074074074074074,0.17241379310344818,0.33333333333333326
0.6749999999999998,0.37037037037037046,0.34594594594594597,0.3793103448275862,0.6167400881057269,0.4886778670562535,0.28571428571428603,0.18518518518518517,0.4482758620689655,0.33333333333333326
0.4249999999999998,0.27160493827160503,0.010810810810810811,0.5,0.5418502202643172,0.47406866325786723,0.779220779220779,0.3148148148148148,0.1206896551724137,0.6666666666666667
0.5749999999999997,0.3950617283950618,0.9297297297297298,0.5517241379310345,0.5462555066079295,0.9269539810080545,0.6493506493506498,0.3148148148148148,0.05172413793103425,0.33333333333333326
0.3999999999999999,0.2222222222222223,0.0972972972972973,0.5862068965517242,0.788546255506608,0.4886778670562535,0.883116883116883,0.5185185185185184,0.22413793103448265,0.6666666666666667
0.875,0.49382716049382736,0.3891891891891892,0.4655172413793104,0.762114537444934,0.7662527392257203,0.6753246753246751,0.537037037037037,0.2068965517241379,0.6666666666666667
0.8499999999999996,0.4691358024691359,0.3891891891891892,0.43103448275862066,0.8237885462555067,0.7662527392257203,0.6363636363636367,0.537037037037037,0.18965517241379293,0.6666666666666667
0.5999999999999999,0.37037037037037046,0.7405405405405406,0.7586206896551726,0.762114537444934,0.788166544923314,0.3506493506493511,0.4074074074074074,0.10344827586206895,0.6666666666666667
0.34999999999999987,0.4197530864197532,0.8081081081081082,0.43103448275862066,0.6079295154185023,0.8100803506209076,0.8571428571428577,0.7777777777777777,0.2068965517241379,0.6666666666666667
0.6249999999999998,0.5925925925925927,0.7081081081081081,0.6206896551724139,0.775330396475771,0.8319941563185012,0.49350649350649434,0.44444444444444436,0.05172413793103425,0.33333333333333326
0.7249999999999999,0.5679012345679013,0.3891891891891892,0.2931034482758621,0.30396475770925113,0.5325054784514265,0.4025974025974026,0.5185185185185184,0.3448275862068966,0.33333333333333326
0.5749999999999997,0.32098765432098775,0.0972972972972973,0.2068965517241379,0.3480176211453745,0.23301680058436602,0.4285714285714288,0.2962962962962962,0.517241379310345,0.9999999999999998
0.4999999999999998,0.3950617283950618,0.11351351351351352,0.5689655172413793,0.8700440528634361,0.45945945945946676,0.6233766233766236,0.6666666666666665,0.22413793103448265,0.6666666666666667
0.4999999999999998,0.32098765432098775,0.08108108108108109,0.27586206896551724,0.5198237885462555,0.21110299488678663,0.4415584415584419,0.7222222222222221,0.7241379310344829,0.9999999999999998
0.25,0.2962962962962964,0.043243243243243246,0.2931034482758621,0.24669603524229078,0.2476260043827665,0.558441558441559,0.25925925925925913,0.4310344827586208,0.9999999999999998
0.19999999999999996,0.27160493827160503,0.043243243243243246,0.27586206896551724,0.24229074889867847,0.2476260043827665,0.558441558441559,0.27777777777777773,0.4310344827586208,0.9999999999999998
0.32499999999999973,0.8148148148148149,0.5297297297297298,0.39655172413793105,0.4317180616740089,0.6493791088385734,0.7272727272727275,0.4259259259259259,0.2758620689655171,0.33333333333333326
